;Key;annee;cluster
2681;Robin Lopez;2020;2
2682;Robin Lopez;2021;2
2683;Rodions Kurucs;2019;0
2684;Rodions Kurucs;2020;2
2685;Rodions Kurucs;2021;2
2686;Rodney Hood;2015;0
2687;Rodney Hood;2016;3
2688;Rodney Hood;2017;3
2689;Rodney Hood;2018;2
2690;Rodney Hood;2019;0
2691;Rodney Hood;2020;4
2692;Rodney Hood;2021;2
2693;Rodney McGruder;2017;3
2694;Rodney McGruder;2019;0
2695;Rodney McGruder;2020;2
2696;Rodney McGruder;2021;2
2697;Romeo Langford;2020;1
2698;Romeo Langford;2021;2
2699;Rudy Gay;2007;4
2700;Rudy Gay;2008;0
2701;Rudy Gay;2009;0
2702;Rudy Gay;2010;3
2703;Rudy Gay;2011;4
2704;Rudy Gay;2012;3
2705;Rudy Gay;2013;0
2706;Rudy Gay;2014;3
2707;Rudy Gay;2015;4
2708;Rudy Gay;2016;0
2709;Rudy Gay;2017;0
2710;Rudy Gay;2018;2
2711;Rudy Gay;2019;0
2712;Rudy Gay;2020;1
2713;Rudy Gay;2021;1
2714;Rudy Gobert;2014;1
2715;Rudy Gobert;2015;3
2716;Rudy Gobert;2016;3
2717;Rudy Gobert;2017;3
2718;Rudy Gobert;2018;3
2719;Rudy Gobert;2019;0
2720;Rudy Gobert;2020;0
2721;Rudy Gobert;2021;0
2722;Rui Hachimura;2020;0
2723;Rui Hachimura;2021;0
2724;Russell Westbrook;2009;0
2725;Russell Westbrook;2010;4
2726;Russell Westbrook;2011;4
2727;Russell Westbrook;2012;3
2728;Russell Westbrook;2013;3
2729;Russell Westbrook;2014;4
2730;Russell Westbrook;2015;4
2731;Russell Westbrook;2016;4
2732;Russell Westbrook;2017;0
2733;Russell Westbrook;2018;3
2734;Russell Westbrook;2019;4
2735;Russell Westbrook;2020;3
2736;Russell Westbrook;2021;4
2737;Ryan Arcidiacono;2018;2
2738;Ryan Arcidiacono;2019;3
2739;Ryan Arcidiacono;2020;1
2740;Ryan Arcidiacono;2021;1
2741;Saben Lee;2021;1
2742;Saddiq Bey;2021;2
2743;Sam Merrill;2021;2
2744;Sean McDermott;2021;2
2745;Sekou Doumbouya;2020;0
2746;Sekou Doumbouya;2021;1
2747;Semi Ojeleye;2018;2
2748;Semi Ojeleye;2019;2
2749;Semi Ojeleye;2020;2
2750;Semi Ojeleye;2021;2
2751;Serge Ibaka;2010;1
2752;Serge Ibaka;2011;4
2753;Serge Ibaka;2012;0
2754;Serge Ibaka;2013;3
2755;Serge Ibaka;2014;3
2756;Serge Ibaka;2015;0
2757;Serge Ibaka;2016;4
2758;Serge Ibaka;2017;0
2759;Serge Ibaka;2018;0
2760;Serge Ibaka;2019;0
2761;Serge Ibaka;2020;2
2762;Serge Ibaka;2021;2
2763;Seth Curry;2016;1
2764;Seth Curry;2017;3
2765;Seth Curry;2019;2
2766;Seth Curry;2020;0
2767;Seth Curry;2021;0
2768;Shai Gilgeous-Alexander;2019;4
2769;Shai Gilgeous-Alexander;2020;0
2770;Shai Gilgeous-Alexander;2021;0
2771;Shake Milton;2019;0
2772;Shake Milton;2020;0
2773;Shake Milton;2021;2
2774;Shaquille Harrison;2018;3
2775;Shaquille Harrison;2019;2
2776;Shaquille Harrison;2020;2
2777;Shaquille Harrison;2021;2
2778;Sindarius Thornwell;2018;2
2779;Sindarius Thornwell;2019;2
2780;Sindarius Thornwell;2021;2
2781;Skylar Mays;2021;2
2782;Solomon Hill;2014;1
2783;Solomon Hill;2015;0
2784;Solomon Hill;2016;1
2785;Solomon Hill;2017;0
2786;Solomon Hill;2018;1
2787;Solomon Hill;2019;1
2788;Solomon Hill;2020;2
2789;Solomon Hill;2021;1
2790;Spencer Dinwiddie;2015;1
2791;Spencer Dinwiddie;2017;0
2792;Spencer Dinwiddie;2018;4
2793;Spencer Dinwiddie;2019;2
2794;Spencer Dinwiddie;2020;4
2795;Spencer Dinwiddie;2021;3
2796;Stephen Curry;2010;4
2797;Stephen Curry;2011;4
2798;Stephen Curry;2012;4
2799;Stephen Curry;2013;4
2800;Stephen Curry;2014;4
2801;Stephen Curry;2015;4
2802;Stephen Curry;2016;4
2803;Stephen Curry;2017;3
2804;Stephen Curry;2018;4
2805;Stephen Curry;2019;4
2806;Stephen Curry;2020;2
2807;Stephen Curry;2021;4
2808;Steven Adams;2014;2
2809;Steven Adams;2015;3
2810;Steven Adams;2016;3
2811;Steven Adams;2017;0
2812;Steven Adams;2018;0
2813;Steven Adams;2019;0
2814;Steven Adams;2020;0
2815;Steven Adams;2021;0
2816;Svi Mykhailiuk;2019;2
2817;Svi Mykhailiuk;2020;2
2818;Svi Mykhailiuk;2021;2
2819;Tacko Fall;2020;1
2820;Tacko Fall;2021;1
2821;Taj Gibson;2010;3
2822;Taj Gibson;2011;3
2823;Taj Gibson;2012;2
2824;Taj Gibson;2013;1
2825;Taj Gibson;2014;2
2826;Taj Gibson;2015;2
2827;Taj Gibson;2016;0
2828;Taj Gibson;2017;0
2829;Taj Gibson;2018;3
2830;Taj Gibson;2019;0
2831;Taj Gibson;2020;0
2832;Taj Gibson;2021;2
2833;Talen Horton-Tucker;2020;2
2834;Talen Horton-Tucker;2021;1
2835;Taurean Prince;2006;3
2836;Taurean Prince;2007;4
2837;Taurean Prince;2008;3
2838;Taurean Prince;2009;3
2839;Taurean Prince;2010;3
2840;Taurean Prince;2011;3
2841;Taurean Prince;2012;3
2842;Taurean Prince;2013;3
2843;Taurean Prince;2014;3
2844;Taurean Prince;2015;2
2845;Taurean Prince;2016;2
2846;Terance Mann;2020;2
2847;Terance Mann;2021;1
2848;Terrance Ferguson;2018;2
2849;Terrance Ferguson;2019;4
2850;Terrance Ferguson;2020;2
2851;Terrance Ferguson;2021;1
2852;Terrence Ross;2013;2
2853;Terrence Ross;2014;3
2854;Terrence Ross;2015;2
2855;Terrence Ross;2016;2
2856;Terrence Ross;2017;2
2857;Terrence Ross;2018;3
2858;Terrence Ross;2019;2
2859;Terrence Ross;2020;2
2860;Terrence Ross;2021;2
2861;Terry Rozier;2016;2
2862;Terry Rozier;2017;2
2863;Terry Rozier;2018;2
2864;Terry Rozier;2019;2
2865;Terry Rozier;2020;3
2866;Terry Rozier;2021;0
2867;Thaddeus Young;2008;3
2868;Thaddeus Young;2009;0
2869;Thaddeus Young;2010;3
2870;Thaddeus Young;2011;1
2871;Thaddeus Young;2012;2
2872;Thaddeus Young;2013;3
2873;Thaddeus Young;2014;0
2874;Thaddeus Young;2015;0
2875;Thaddeus Young;2016;0
2876;Thaddeus Young;2017;0
2877;Thaddeus Young;2018;0
2878;Thaddeus Young;2019;3
2879;Thaddeus Young;2020;2
2880;Thaddeus Young;2021;2
2881;Thanasis Antetokounmpo;2016;1
2882;Thanasis Antetokounmpo;2020;2
2883;Thanasis Antetokounmpo;2021;1
2884;Theo Maledon;2021;0
2885;Theo Pinson;2019;1
2886;Theo Pinson;2020;2
2887;Theo Pinson;2021;1
2888;Thomas Bryant;2018;2
2889;Thomas Bryant;2019;0
2890;Thomas Bryant;2020;0
2891;Thomas Bryant;2021;0
2892;Timothe Luwawu-Cabarrot;2017;2
2893;Timothe Luwawu-Cabarrot;2018;2
2894;Timothe Luwawu-Cabarrot;2019;2
2895;Timothe Luwawu-Cabarrot;2020;2
2896;Timothe Luwawu-Cabarrot;2021;1
2897;Tomas Satoransky;2017;1
2898;Tomas Satoransky;2018;0
2899;Tomas Satoransky;2019;0
2900;Tomas Satoransky;2020;3
2901;Tomas Satoransky;2021;2
2902;Tony Bradley;2018;1
2903;Tony Bradley;2020;1
2904;Tony Bradley;2021;1
2905;Tony Snell;2014;0
2906;Tony Snell;2015;0
2907;Tony Snell;2016;4
2908;Tony Snell;2017;3
2909;Tony Snell;2018;3
2910;Tony Snell;2019;1
2911;Tony Snell;2020;3
2912;Tony Snell;2021;0
2913;Torrey Craig;2018;3
2914;Torrey Craig;2019;0
2915;Torrey Craig;2020;2
2916;Torrey Craig;2021;1
2917;Trae Young;2019;0
2918;Trae Young;2020;4
2919;Trae Young;2021;0
2920;Tre Jones;2021;2
2921;Tremont Waters;2020;2
2922;Tremont Waters;2021;2
2923;Trent Forrest;2021;2
2924;Trevor Ariza;2006;1
2925;Trevor Ariza;2009;3
2926;Trevor Ariza;2010;3
2927;Trevor Ariza;2011;4
2928;Trevor Ariza;2012;3
2929;Trevor Ariza;2013;1
2930;Trevor Ariza;2014;0
2931;Trevor Ariza;2015;3
2932;Trevor Ariza;2016;4
2933;Trevor Ariza;2017;4
2934;Trevor Ariza;2018;0
2935;Trevor Ariza;2019;0
2936;Trevor Ariza;2020;2
2937;Trevor Ariza;2021;3
2938;Trey Burke;2014;4
2939;Trey Burke;2015;3
2940;Trey Burke;2016;1
2941;Trey Burke;2017;2
2942;Trey Burke;2018;2
2943;Trey Burke;2019;2
2944;Trey Burke;2020;2
2945;Trey Burke;2021;2
2946;Trey Lyles;2016;2
2947;Trey Lyles;2017;1
2948;Trey Lyles;2018;1
2949;Trey Lyles;2019;2
2950;Trey Lyles;2020;0
2951;Trey Lyles;2021;2
2952;Tristan Thompson;2012;2
2953;Tristan Thompson;2013;0
2954;Tristan Thompson;2014;0
2955;Tristan Thompson;2015;2
2956;Tristan Thompson;2016;1
2957;Tristan Thompson;2017;4
2958;Tristan Thompson;2018;2
2959;Tristan Thompson;2019;0
2960;Tristan Thompson;2020;0
2961;Tristan Thompson;2021;0
2962;Troy Brown,;2019;2
2963;Troy Brown,;2020;2
2964;Troy Brown,;2021;2
2965;Ty Jerome;2020;0
2966;Ty Jerome;2021;2
2967;Ty-Shon Alexander;2021;1
2968;Tyler Bey;2021;1
2969;Tyler Herro;2020;2
2970;Tyler Herro;2021;2
2971;Tyler Johnson;2015;2
2972;Tyler Johnson;2016;1
2973;Tyler Johnson;2017;2
2974;Tyler Johnson;2018;0
2975;Tyler Johnson;2019;2
2976;Tyler Johnson;2020;2
2977;Tyler Johnson;2021;2
2978;Tyrell Terry;2021;1
2979;Tyrese Haliburton;2021;2
2980;Tyrese Maxey;2021;2
2981;Tyus Jones;2016;0
2982;Tyus Jones;2017;2
2983;Tyus Jones;2018;2
2984;Tyus Jones;2019;2
2985;Tyus Jones;2020;2
2986;Tyus Jones;2021;2
2987;Udoka Azubuike;2021;1
2988;Udonis Haslem;2008;3
2989;Udonis Haslem;2009;0
2990;Udonis Haslem;2010;1
2991;Udonis Haslem;2011;0
2992;Udonis Haslem;2012;1
2993;Udonis Haslem;2013;0
2994;Udonis Haslem;2014;4
2995;Udonis Haslem;2015;2
2996;Udonis Haslem;2016;1
2997;Udonis Haslem;2017;0
2998;Udonis Haslem;2018;1
2999;Vernon Carey,;2021;2
3000;Victor Oladipo;2014;3
3001;Victor Oladipo;2015;3
3002;Victor Oladipo;2016;4
3003;Victor Oladipo;2017;3
3004;Victor Oladipo;2018;3
3005;Victor Oladipo;2019;3
3006;Victor Oladipo;2020;3
3007;Victor Oladipo;2021;4
3008;Vincent Poirier;2020;1
3009;Vincent Poirier;2021;1
3010;Vlatko Cancar;2020;1
3011;Vlatko Cancar;2021;1
3012;Wayne Ellington;2010;2
3013;Wayne Ellington;2011;1
3014;Wayne Ellington;2012;0
3015;Wayne Ellington;2013;2
3016;Wayne Ellington;2014;1
3017;Wayne Ellington;2015;0
3018;Wayne Ellington;2016;0
3019;Wayne Ellington;2017;2
3020;Wayne Ellington;2018;2
3021;Wayne Ellington;2019;0
3022;Wayne Ellington;2020;1
3023;Wayne Ellington;2021;0
3024;Wendell Carter,;2019;0
3025;Wendell Carter,;2020;0
3026;Wendell Carter,;2021;0
3027;Wenyen Gabriel;2020;2
3028;Wenyen Gabriel;2021;1
3029;Wesley Iwundu;2018;2
3030;Wesley Iwundu;2019;1
3031;Wesley Iwundu;2020;2
3032;Wesley Iwundu;2021;2
3033;Will Barton;2013;2
3034;Will Barton;2014;1
3035;Will Barton;2015;1
3036;Will Barton;2016;1
3037;Will Barton;2017;4
3038;Will Barton;2018;4
3039;Will Barton;2019;4
3040;Will Barton;2020;0
3041;Will Barton;2021;0
3042;Willie Cauley-Stein;2016;3
3043;Willie Cauley-Stein;2017;2
3044;Willie Cauley-Stein;2018;2
3045;Willie Cauley-Stein;2019;0
3046;Willie Cauley-Stein;2020;0
3047;Willie Cauley-Stein;2021;2
3048;Willy Hernangomez;2017;2
3049;Willy Hernangomez;2018;1
3050;Willy Hernangomez;2019;1
3051;Willy Hernangomez;2020;2
3052;Willy Hernangomez;2021;2
3053;Xavier Tillman,;2021;1
3054;Yuta Watanabe;2019;1
3055;Yuta Watanabe;2020;2
3056;Yuta Watanabe;2021;1
3057;Zach Collins;2018;2
3058;Zach Collins;2019;1
3059;Zach Collins;2020;1
3060;Zach LaVine;2015;2
3061;Zach LaVine;2016;0
3062;Zach LaVine;2017;3
3063;Zach LaVine;2018;0
3064;Zach LaVine;2019;0
3065;Zach LaVine;2020;3
3066;Zach LaVine;2021;0
3067;Zeke Nnaji;2021;1
3068;Zion Williamson;2020;2
3069;Zion Williamson;2021;0
