;Opp_name;annee;PTS_diff;AST_diff;TRB_diff;FGA;TOV;PF;BLK_diff;STL_diff
475;Luguentz Dort;2021;3.5555555555555554;-0.04444444444444429;3.466666666666667;11.0;2.0;2.0;-0.24444444444444444;-0.22222222222222232
476;Luka Doncic;2020;0.48007472055000866;0.8678937809189575;0.2586335150703461;11.625;1.4583333333333333;2.7083333333333335;0.37110202504550704;0.19367695764877355
477;Luka Doncic;2021;3.8320158495312913;0.1334414442961134;0.8844793857075594;14.826086956521738;1.3043478260869565;2.1739130434782608;-0.009603104771507324;-0.019030898830497762
478;Luka Samanic;2020;;;;;;;;
479;Luka Samanic;2021;-1.8709904785955551;-0.3517794677393336;-0.37354013447920537;2.0833333333333335;0.4166666666666667;0.75;-0.31070108799781665;-0.2729735352775382
480;Luke Kennard;2020;-1.1688889486606555;-0.04932259776777232;-0.0869677810843708;12.227272727272727;2.3636363636363638;2.090909090909091;-0.29861466711468915;0.18358562410911128
481;Luke Kennard;2021;-0.5872397173209042;-0.852428205619695;0.002763822052735898;10.5;1.125;1.125;0.23223108003343165;0.26065800273527034
482;Luke Kornet;2020;0.08399470899470929;2.3379699248120307;-0.5996170983013087;13.5;5.25;2.75;0.1912837649679755;-0.5058479532163743
483;Luke Kornet;2021;-0.8195862470862473;-0.04409090909090914;0.8587937062937063;3.4;0.4;1.0;0.01768065268065267;0.23966200466200469
484;Malachi Flynn;2021;2.736888883800494;0.9409512877885845;-0.03060689892959521;5.0;1.3333333333333333;1.25;0.4214681105680406;-0.1679506568276458
485;Malcolm Brogdon;2020;0.08458975806762632;-0.0708510607960435;0.09455110928216746;12.026315789473685;1.7105263157894737;2.210526315789474;-0.0846918455785515;-0.04196743141046537
486;Malcolm Brogdon;2021;0.09106397607286301;0.5342321662286087;-0.2312655591901975;12.333333333333334;2.0;2.0;-0.05094231440444779;-0.13537426420792156
487;Malik Beasley;2020;-0.18473253038474433;-0.1788682019283956;0.2502308201673269;7.085106382978723;1.0;1.425531914893617;-0.010941685548493476;0.03923277032997821
488;Malik Beasley;2021;1.9444194181691083;0.35191393548128036;0.18881887034417086;12.32258064516129;1.4838709677419355;1.4193548387096775;-0.06470859570103929;-0.009626638145309854
489;Malik Monk;2020;-1.1483721523263843;-0.2195068793590745;-0.10751238685482487;5.684210526315789;0.7631578947368421;1.868421052631579;-0.0903687166147943;-0.043152479921140664
490;Malik Monk;2021;-1.2397538192910127;-0.08502777900572518;-0.45346897965997807;6.172413793103448;0.7931034482758621;1.2413793103448276;-0.14147090066875467;-0.28500505070512544
491;Mamadi Diakite;2021;-1.9833333333333334;-0.43030303030303024;0.44570707070707066;1.6666666666666667;1.3333333333333333;0.0;-0.2744949494949495;-0.448989898989899
492;Marc Gasol;2020;-4.683813632370635;-0.4953419833677839;-0.8742193259825551;8.083333333333334;2.25;2.2916666666666665;-0.27751575492990027;-0.41314141895977213
493;Marc Gasol;2021;-1.7068750721371289;0.15883146774154344;-1.3438888084084368;10.666666666666666;2.0;2.8095238095238093;-0.554940708040883;-0.1789151452043896
494;Marcus Smart;2020;-0.012830061550213852;0.4861843280617382;0.6259488726083503;11.212121212121213;2.0606060606060606;2.242424242424242;0.32155337246826154;-0.00444112070966801
495;Marcus Smart;2021;-1.3037230880333932;-0.43007729868188327;0.19695598449516769;9.866666666666667;2.2;2.2666666666666666;0.18973381999887257;0.045091466813791205
496;Markelle Fultz;2020;0.5161599070217388;0.3666030911880356;-0.19919879970297705;13.038461538461538;2.230769230769231;2.0;0.10151589828556361;0.010938939706172776
497;Markelle Fultz;2021;3.187282229965157;0.5397212543554005;1.1618466898954705;15.25;1.75;1.5;-0.05452961672473869;0.014459930313588887
498;Marques Bolden;2021;-3.4816053511705682;0.08193979933110367;-0.46230490523968776;2.25;0.25;1.25;0.02285395763656632;-0.1738433667781494
499;Marquese Chriss;2020;0.698759480860432;0.8253784114180274;0.46575504717840105;5.538461538461538;1.3461538461538463;2.230769230769231;-0.048604467971096;0.06547788169325636
500;Marquese Chriss;2021;-0.9318181818181817;0.9318181818181819;5.181818181818182;9.0;1.0;1.0;0.6136363636363636;0.2272727272727273
501;Marvin Bagley;2020;-4.217627688518513;0.1827258009801497;-1.4737411482961118;4.666666666666667;1.3333333333333333;0.8333333333333334;-0.6125884817936793;-0.24676815025227697
502;Marvin Bagley;2021;0.3096853926296696;-0.2744011897343972;0.816996459339745;12.61111111111111;1.7222222222222223;2.888888888888889;0.43362314393918905;-0.32737215285197174
503;Mason Plumlee;2020;0.8744915822459091;0.28383360996971235;-1.2269179494466569;5.142857142857143;0.2857142857142857;2.7142857142857144;-0.0799600281026274;0.11657245858053215
504;Mason Plumlee;2021;2.197048977520355;-0.18305556918039964;-0.11180876947011219;14.0;1.368421052631579;2.1052631578947367;0.51842541896849;-0.19539351400720947
505;Matisse Thybulle;2020;-0.23038385610617754;-0.5758412953108546;-1.0707247851334432;5.67741935483871;0.5806451612903226;1.7419354838709677;0.058255303180804956;0.030852320865036392
506;Matisse Thybulle;2021;-1.138289100479904;0.01424150245731298;-0.005912558333607376;3.9642857142857144;0.6785714285714286;1.1071428571428572;-0.05895099856369849;0.03912252521631757
